post_id,author_id,author_username,author_followers,author_account_age_days,has_media,views,likes,retweets,replies,bookmarks,quotes,content_type,ai_generated,lang,engagement_total,engagement_rate,hashtags,created_at,ai_confidence,detection_method
treatment_000400,user_9981,user_89111,886,61,True,8873,497,95,43,45,14,treatment,True,en,649,0.0731432435478417,GrokAI,2025-01-08,1.0,pre_labeled
treatment_000122,user_6889,user_50188,424,1721,True,8043,441,124,44,116,12,treatment,True,en,621,0.0772099962700484,"GrokImage,GrokImage,GrokAI",2025-04-04,1.0,pre_labeled
control_000407,user_7982,user_10699,295,1096,True,6102,355,40,14,56,24,control,False,en,433,0.0709603408718453,"artistsontwitter,portrait,portrait",2025-03-25,1.0,pre_labeled
treatment_000202,user_5455,user_60247,22,1236,True,7408,474,112,16,26,26,treatment,True,en,628,0.0847732181425486,"SyntheticMedia,GrokImage,SyntheticMedia",2025-02-23,1.0,pre_labeled
control_000035,user_1299,user_19675,692,196,True,3460,129,50,31,22,12,control,False,en,222,0.0641618497109826,artistsontwitter,2025-01-04,1.0,pre_labeled
treatment_000246,user_7816,user_31547,712,601,True,14361,1146,95,67,54,25,treatment,True,en,1333,0.0928208342037462,"GrokImage,SyntheticMedia",2025-02-24,1.0,pre_labeled
control_000779,user_1202,user_97729,633,1914,True,3027,76,31,17,33,10,control,False,en,134,0.0442682523951106,portrait,2025-01-03,1.0,pre_labeled
control_000718,user_8612,user_56071,580,534,False,4633,122,48,20,38,23,control,False,en,213,0.0459745305417656,"digitalart,photography",2025-01-20,1.0,pre_labeled
control_000353,user_8844,user_81178,422,1726,False,3262,186,24,9,39,12,control,False,en,231,0.0708154506437768,photography,2025-04-17,1.0,pre_labeled
treatment_000384,user_1287,user_47823,380,381,True,2674,145,47,19,19,10,treatment,True,en,221,0.0826477187733732,"GrokImage,AIGenerated",2025-02-07,1.0,pre_labeled
control_000607,user_9962,user_43284,447,1344,True,4750,345,25,17,33,14,control,False,en,401,0.0844210526315789,digitalart,2025-02-13,1.0,pre_labeled
control_000054,user_9369,user_22007,448,884,True,5750,288,64,30,79,8,control,False,en,390,0.0678260869565217,"artistsontwitter,portrait",2025-03-26,1.0,pre_labeled
treatment_000219,user_9122,user_20426,26,952,True,10308,433,149,55,65,48,treatment,True,en,685,0.066453240201785,"GrokAI,GrokAI,SyntheticMedia",2025-03-25,1.0,pre_labeled
treatment_000641,user_9246,user_56145,1133,594,True,18101,492,154,46,222,57,treatment,True,en,749,0.0413789293409203,"GrokImage,GrokAI",2025-03-07,1.0,pre_labeled
treatment_000001,user_7964,user_37173,431,823,True,10402,589,98,78,107,31,treatment,True,en,796,0.0765237454335704,"AIGenerated,GrokImage",2025-03-19,1.0,pre_labeled
treatment_000112,user_6000,user_43873,963,1999,True,16426,465,134,142,103,31,treatment,True,en,772,0.0469986606599293,SyntheticMedia,2025-01-08,1.0,pre_labeled
treatment_000698,user_1451,user_52050,742,718,True,9809,408,164,75,85,16,treatment,True,en,663,0.0675909878682842,"GrokAI,AIArt,AIArt",2025-02-02,1.0,pre_labeled
control_000725,user_1654,user_82346,1134,1707,True,6081,317,59,17,43,24,control,False,en,417,0.0685742476566354,portrait,2025-03-24,1.0,pre_labeled
control_000151,user_8095,user_81245,370,1613,True,7344,452,98,63,46,29,control,False,en,642,0.0874183006535947,"portrait,artistsontwitter,portrait",2025-04-27,1.0,pre_labeled
control_000601,user_6326,user_32074,299,251,True,5711,184,29,23,32,9,control,False,en,245,0.0428996673087025,photography,2025-01-11,1.0,pre_labeled
control_000491,user_8564,user_36716,220,1299,True,6544,448,80,30,56,25,control,False,en,583,0.0890892420537897,photography,2025-02-07,1.0,pre_labeled
control_000645,user_2137,user_27887,173,132,True,3996,173,49,29,29,12,control,False,en,263,0.0658158158158158,photography,2025-02-21,1.0,pre_labeled
treatment_000441,user_3708,user_79960,265,621,True,7281,533,91,46,54,27,treatment,True,en,697,0.0957286087075951,GrokAI,2025-03-14,1.0,pre_labeled
control_000336,user_6296,user_76940,753,907,True,1639,71,25,12,17,6,control,False,en,114,0.0695546064673581,"photography,digitalart",2025-01-12,1.0,pre_labeled
control_000456,user_6045,user_76712,971,650,True,2249,127,19,7,13,8,control,False,en,161,0.0715873721654068,"artistsontwitter,artistsontwitter",2025-03-22,1.0,pre_labeled
control_000597,user_1827,user_52379,161,1963,True,2106,70,29,15,25,8,control,False,en,122,0.0579297245963912,"portrait,artistsontwitter,photography",2025-03-20,1.0,pre_labeled
treatment_000663,user_2821,user_14586,332,1703,True,14439,1079,197,105,191,43,treatment,True,en,1424,0.09862178821248,AIArt,2025-02-28,1.0,pre_labeled
control_000664,user_4957,user_42848,425,631,True,4027,112,22,29,55,7,control,False,en,170,0.0422150484231437,artistsontwitter,2025-01-16,1.0,pre_labeled
control_000457,user_4278,user_25888,352,1289,True,3148,150,39,18,23,12,control,False,en,219,0.0695679796696315,"artistsontwitter,photography,artistsontwitter",2025-02-23,1.0,pre_labeled
control_000619,user_6750,user_52944,416,1131,True,4963,221,51,21,37,24,control,False,en,317,0.0638726576667338,"digitalart,portrait,digitalart",2025-02-24,1.0,pre_labeled
treatment_000317,user_7542,user_62779,320,1331,True,5800,279,84,44,57,21,treatment,True,en,428,0.0737931034482758,GrokImage,2025-02-03,1.0,pre_labeled
treatment_000648,user_9643,user_76531,576,1297,True,8737,532,77,66,75,9,treatment,True,en,684,0.078287741787799,"GrokImage,AIGenerated,GrokImage",2025-03-10,1.0,pre_labeled
treatment_000709,user_5193,user_71492,416,943,True,10310,583,193,81,120,30,treatment,True,en,887,0.0860329776915616,SyntheticMedia,2025-04-06,1.0,pre_labeled
control_000582,user_7888,user_38354,381,998,True,2835,117,37,6,22,2,control,False,en,162,0.0571428571428571,"artistsontwitter,digitalart",2025-04-24,1.0,pre_labeled
control_000482,user_1772,user_90395,889,1076,True,6262,438,51,61,62,16,control,False,en,566,0.0903864580006387,"digitalart,artistsontwitter,artistsontwitter",2025-03-09,1.0,pre_labeled
control_000172,user_6497,user_86955,259,270,False,5349,343,42,12,33,5,control,False,en,402,0.0751542344363432,"digitalart,photography,digitalart",2025-04-18,1.0,pre_labeled
treatment_000627,user_4307,user_91228,876,239,False,24796,1036,304,229,299,47,treatment,True,en,1616,0.0651718019035328,GrokImage,2025-01-28,1.0,pre_labeled
treatment_000632,user_4904,user_25407,1096,878,False,7353,208,96,57,37,23,treatment,True,en,384,0.0522235822113423,AIGenerated,2025-04-06,1.0,pre_labeled
control_000506,user_8997,user_83747,115,1761,True,2344,96,16,20,32,4,control,False,en,136,0.0580204778156996,photography,2025-01-22,1.0,pre_labeled
control_000600,user_9050,user_13509,317,823,True,3068,113,50,7,19,9,control,False,en,179,0.0583441981747066,photography,2025-02-06,1.0,pre_labeled
control_000608,user_5743,user_75941,566,300,True,6986,157,124,18,54,33,control,False,en,332,0.0475236186659032,portrait,2025-02-19,1.0,pre_labeled
control_000448,user_1295,user_66606,255,1365,True,5169,277,29,45,71,8,control,False,en,359,0.0694525053201779,"digitalart,photography,portrait",2025-01-14,1.0,pre_labeled
control_000759,user_6371,user_38627,338,653,True,2809,89,41,23,18,6,control,False,en,159,0.0566037735849056,"digitalart,portrait,digitalart",2025-03-11,1.0,pre_labeled
control_000454,user_5816,user_32482,201,610,True,3776,270,35,34,55,9,control,False,en,348,0.0921610169491525,photography,2025-03-26,1.0,pre_labeled
control_000571,user_8492,user_61713,110,1637,False,5053,370,27,48,66,18,control,False,en,463,0.09162873540471,digitalart,2025-03-03,1.0,pre_labeled
control_000554,user_3405,user_31527,564,1030,True,12367,633,102,56,171,44,control,False,en,835,0.0675183957305733,photography,2025-02-07,1.0,pre_labeled
control_000735,user_3097,user_63046,388,1062,True,1717,110,30,5,13,5,control,False,en,150,0.087361677344205,artistsontwitter,2025-01-18,1.0,pre_labeled
control_000675,user_4644,user_14541,292,1992,True,5124,384,98,50,54,14,control,False,en,546,0.1065573770491803,"portrait,photography",2025-01-20,1.0,pre_labeled
treatment_000795,user_3657,user_24893,126,1462,True,5202,293,95,16,77,24,treatment,True,en,428,0.0822760476739715,"AIGenerated,GrokAI,GrokImage",2025-03-29,1.0,pre_labeled
treatment_000645,user_3954,user_13225,1184,1112,True,19538,451,310,129,82,56,treatment,True,en,946,0.0484184665779506,"GrokImage,AIArt,GrokImage",2025-01-15,1.0,pre_labeled
control_000212,user_6781,user_46684,869,1321,True,3306,125,39,30,18,12,control,False,en,206,0.0623109497882637,"portrait,portrait,artistsontwitter",2025-03-20,1.0,pre_labeled
treatment_000556,user_7623,user_40965,574,1416,True,5768,202,44,57,44,16,treatment,True,en,319,0.0553051317614424,"AIArt,AIArt,AIGenerated",2025-01-12,1.0,pre_labeled
treatment_000681,user_2236,user_10149,127,134,True,6851,524,86,47,99,26,treatment,True,en,683,0.0996934754050503,AIArt,2025-01-08,1.0,pre_labeled
treatment_000577,user_5713,user_77675,443,1963,True,29131,1579,367,244,303,56,treatment,True,en,2246,0.0770999965672307,"GrokImage,AIGenerated",2025-01-30,1.0,pre_labeled
control_000309,user_2460,user_24265,217,105,False,6669,351,73,53,41,18,control,False,en,495,0.0742240215924426,"artistsontwitter,artistsontwitter,photography",2025-04-11,1.0,pre_labeled
control_000466,user_5439,user_68539,597,1677,True,7043,418,118,44,92,27,control,False,en,607,0.0861848644043731,"portrait,photography,digitalart",2025-02-13,1.0,pre_labeled
control_000383,user_9067,user_54792,307,41,True,5186,221,66,42,39,22,control,False,en,351,0.067682221365214,portrait,2025-01-18,1.0,pre_labeled
treatment_000524,user_3868,user_87969,638,1050,True,8431,506,82,45,115,30,treatment,True,en,663,0.0786383584390938,SyntheticMedia,2025-03-20,1.0,pre_labeled
control_000259,user_2388,user_69448,529,760,True,3488,194,44,25,21,15,control,False,en,278,0.0797018348623853,"digitalart,artistsontwitter",2025-04-13,1.0,pre_labeled
treatment_000540,user_7380,user_58074,626,1140,True,7120,238,59,36,39,32,treatment,True,en,365,0.0512640449438202,"GrokAI,GrokAI,AIArt",2025-04-22,1.0,pre_labeled
control_000394,user_2959,user_15269,926,894,True,3727,185,33,12,19,14,control,False,en,244,0.065468204990609,digitalart,2025-04-30,1.0,pre_labeled
treatment_000748,user_3816,user_54458,235,1395,True,7486,464,86,22,111,12,treatment,True,en,584,0.0780122896072669,"AIArt,GrokImage",2025-03-17,1.0,pre_labeled
control_000731,user_6482,user_44726,1261,1302,False,4944,191,45,29,67,12,control,False,en,277,0.0560275080906148,"portrait,photography,portrait",2025-04-26,1.0,pre_labeled
control_000630,user_2238,user_20814,106,1641,True,4824,133,67,42,46,14,control,False,en,256,0.0530679933665008,"portrait,artistsontwitter,artistsontwitter",2025-02-11,1.0,pre_labeled
treatment_000484,user_5166,user_44363,2393,855,True,3799,295,51,16,56,14,treatment,True,en,376,0.0989734140563306,"AIArt,GrokAI,AIArt",2025-02-04,1.0,pre_labeled
treatment_000095,user_3594,user_65038,394,1150,True,7150,453,77,42,28,9,treatment,True,en,581,0.0812587412587412,"AIGenerated,AIGenerated,GrokAI",2025-02-19,1.0,pre_labeled
control_000220,user_2305,user_62422,797,1887,False,5146,309,78,12,40,22,control,False,en,421,0.0818111154294597,"artistsontwitter,portrait",2025-02-19,1.0,pre_labeled
treatment_000563,user_2633,user_28177,869,1648,True,5428,396,96,40,55,25,treatment,True,en,557,0.1026160648489314,SyntheticMedia,2025-04-06,1.0,pre_labeled
control_000464,user_1685,user_27469,491,280,True,1827,118,29,5,26,5,control,False,en,157,0.0859332238642583,"portrait,artistsontwitter",2025-02-19,1.0,pre_labeled
treatment_000742,user_6709,user_17997,1087,1293,True,5616,438,76,25,27,8,treatment,True,en,547,0.0974002849002849,"SyntheticMedia,GrokImage,AIArt",2025-03-22,1.0,pre_labeled
control_000063,user_1269,user_97972,476,1409,True,3601,123,19,33,27,4,control,False,en,179,0.0497084143293529,"photography,artistsontwitter",2025-03-20,1.0,pre_labeled
control_000091,user_8710,user_35957,345,308,True,5918,213,114,40,43,15,control,False,en,382,0.0645488340655627,photography,2025-02-19,1.0,pre_labeled
control_000238,user_6504,user_60786,515,1352,True,3580,129,63,19,49,12,control,False,en,223,0.062290502793296,"artistsontwitter,photography",2025-01-11,1.0,pre_labeled
treatment_000206,user_7877,user_86519,372,687,True,15207,938,142,86,89,44,treatment,True,en,1210,0.0795686197146051,AIGenerated,2025-03-12,1.0,pre_labeled
treatment_000392,user_4304,user_25325,211,1738,True,9181,339,76,66,87,29,treatment,True,en,510,0.0555495044112841,GrokAI,2025-01-28,1.0,pre_labeled
treatment_000794,user_4881,user_73188,856,866,True,17820,753,217,158,256,32,treatment,True,en,1160,0.0650953984287317,"GrokImage,AIArt",2025-01-12,1.0,pre_labeled
control_000070,user_9860,user_96532,239,1219,True,5672,183,73,35,17,27,control,False,en,318,0.0560648801128349,portrait,2025-02-03,1.0,pre_labeled
treatment_000397,user_2767,user_98361,384,241,True,11442,586,59,73,96,44,treatment,True,en,762,0.0665967488201363,GrokImage,2025-03-19,1.0,pre_labeled
treatment_000766,user_6513,user_97142,301,1414,True,3976,170,71,34,30,13,treatment,True,en,288,0.0724346076458752,SyntheticMedia,2025-01-06,1.0,pre_labeled
control_000668,user_5880,user_12431,1082,125,True,2284,168,12,5,26,11,control,False,en,196,0.0858143607705779,"digitalart,photography,portrait",2025-04-29,1.0,pre_labeled
control_000441,user_5606,user_81442,315,1110,True,8445,414,90,17,72,20,control,False,en,541,0.0640615748963883,"photography,portrait,digitalart",2025-03-13,1.0,pre_labeled
control_000228,user_9039,user_69340,809,1843,False,4622,219,33,22,57,5,control,False,en,279,0.0603634790134141,artistsontwitter,2025-02-26,1.0,pre_labeled
treatment_000642,user_8686,user_94117,594,1176,True,6442,381,34,49,36,13,treatment,True,en,477,0.0740453275380316,"GrokImage,AIArt",2025-01-27,1.0,pre_labeled
treatment_000612,user_8056,user_32553,292,697,True,15886,1226,311,68,134,26,treatment,True,en,1631,0.1026690167443031,SyntheticMedia,2025-01-26,1.0,pre_labeled
control_000160,user_8356,user_49194,137,194,True,5100,169,49,33,33,22,control,False,en,273,0.0535294117647058,"artistsontwitter,digitalart,artistsontwitter",2025-04-22,1.0,pre_labeled
treatment_000725,user_2053,user_14263,442,241,True,11707,835,123,67,164,55,treatment,True,en,1080,0.0922524985051678,"SyntheticMedia,AIGenerated",2025-01-23,1.0,pre_labeled
treatment_000683,user_9628,user_20086,327,700,True,13199,765,91,59,181,15,treatment,True,en,930,0.0704598833244942,"GrokAI,SyntheticMedia,AIArt",2025-03-11,1.0,pre_labeled
treatment_000098,user_6730,user_16318,441,1088,False,10264,714,127,25,50,31,treatment,True,en,897,0.0873928293063133,"AIArt,AIArt,GrokImage",2025-02-08,1.0,pre_labeled
control_000004,user_4236,user_57002,90,1806,True,5150,251,71,40,56,10,control,False,en,372,0.0722330097087378,"digitalart,digitalart,photography",2025-02-12,1.0,pre_labeled
treatment_000406,user_4902,user_56356,317,461,True,11040,769,90,33,153,53,treatment,True,en,945,0.0855978260869565,SyntheticMedia,2025-04-10,1.0,pre_labeled
treatment_000502,user_9662,user_72982,1069,1418,True,12932,418,212,53,71,50,treatment,True,en,733,0.0566811011444478,GrokImage,2025-03-18,1.0,pre_labeled
control_000271,user_1904,user_66950,959,683,True,11468,605,171,58,167,41,control,False,en,875,0.0762992675270317,photography,2025-03-10,1.0,pre_labeled
control_000256,user_8113,user_59029,707,1720,True,3034,66,21,18,15,6,control,False,en,111,0.0365853658536585,portrait,2025-01-24,1.0,pre_labeled
control_000129,user_6330,user_76691,232,349,False,4443,262,70,20,40,5,control,False,en,357,0.0803511141120864,"digitalart,portrait",2025-02-15,1.0,pre_labeled
treatment_000779,user_8653,user_64065,383,1993,True,7640,514,40,15,50,17,treatment,True,en,586,0.0767015706806282,GrokImage,2025-01-10,1.0,pre_labeled
treatment_000200,user_4296,user_82746,502,1107,True,5455,321,68,50,55,17,treatment,True,en,456,0.0835930339138405,SyntheticMedia,2025-01-24,1.0,pre_labeled
treatment_000134,user_8153,user_49840,587,1863,False,9756,656,184,80,63,17,treatment,True,en,937,0.0960434604346043,"AIArt,GrokAI",2025-04-20,1.0,pre_labeled
control_000251,user_5925,user_39579,426,43,True,4125,118,43,19,53,17,control,False,en,197,0.0477575757575757,"digitalart,portrait",2025-02-24,1.0,pre_labeled
treatment_000040,user_2486,user_36001,767,905,True,14305,744,89,135,182,49,treatment,True,en,1017,0.071094023068857,"GrokAI,GrokAI,SyntheticMedia",2025-02-18,1.0,pre_labeled
control_000217,user_4898,user_15593,91,1217,True,7253,351,84,16,32,14,control,False,en,465,0.0641114021784089,"digitalart,digitalart",2025-01-07,1.0,pre_labeled
treatment_000230,user_5168,user_53879,249,1000,True,10991,488,110,101,111,54,treatment,True,en,753,0.0685105995814757,"AIArt,AIArt",2025-02-23,1.0,pre_labeled
treatment_000378,user_4419,user_33324,185,815,True,7702,582,147,16,30,23,treatment,True,en,768,0.0997143599065178,AIGenerated,2025-02-10,1.0,pre_labeled
treatment_000288,user_5879,user_68584,632,712,True,10701,851,180,83,50,10,treatment,True,en,1124,0.1050369124380899,"GrokImage,GrokImage",2025-03-18,1.0,pre_labeled
treatment_000418,user_3668,user_82828,548,45,False,13579,950,79,116,65,24,treatment,True,en,1169,0.0860888136092495,AIGenerated,2025-02-16,1.0,pre_labeled
treatment_000391,user_2613,user_35021,114,1064,True,8328,536,50,51,34,21,treatment,True,en,658,0.0790105667627281,SyntheticMedia,2025-02-23,1.0,pre_labeled
treatment_000592,user_3158,user_98558,628,1747,True,12107,697,156,77,137,16,treatment,True,en,946,0.0781366151813,"AIGenerated,GrokAI",2025-02-10,1.0,pre_labeled
control_000362,user_1410,user_57729,373,1994,True,1765,73,15,3,11,2,control,False,en,93,0.0526912181303116,"digitalart,photography",2025-04-25,1.0,pre_labeled
control_000286,user_7482,user_74402,422,1317,True,3394,230,55,31,15,4,control,False,en,320,0.0942840306423099,"portrait,photography,digitalart",2025-02-27,1.0,pre_labeled
treatment_000647,user_5818,user_96378,771,909,False,10230,293,137,55,39,23,treatment,True,en,508,0.0496578690127077,AIGenerated,2025-04-19,1.0,pre_labeled
control_000352,user_2613,user_28615,207,1780,True,6650,459,105,21,49,20,control,False,en,605,0.0909774436090225,"digitalart,digitalart",2025-01-24,1.0,pre_labeled
control_000567,user_3371,user_58842,283,192,True,8130,494,125,41,43,16,control,False,en,676,0.0831488314883148,portrait,2025-04-29,1.0,pre_labeled
