post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate
treatment_000472,user_2813,user_97005,616,1522,2022-01-01,Synthetic treatment post #472,2025-03-30,en,False,photo,,509,130,67,8562,25,22,"syntheticmedia,aigenerated,aiart",treatment,True,728,0.08502686288250409
treatment_000640,user_7516,user_15183,867,1433,2022-01-01,Synthetic treatment post #640,2025-01-24,en,True,photo,,335,88,92,10430,69,27,syntheticmedia,treatment,True,542,0.05196548418024928
control_000784,user_9598,user_98850,695,130,2022-01-01,Synthetic control post #784,2025-01-30,en,True,photo,,155,47,7,3378,34,4,"digitalart,artistsontwitter",control,False,213,0.0630550621669627
control_000702,user_1451,user_40383,391,1411,2022-01-01,Synthetic control post #702,2025-01-18,en,True,photo,,111,19,17,3140,34,9,"digitalart,portrait",control,False,156,0.049681528662420385
treatment_000550,user_1445,user_77375,1842,1382,2022-01-01,Synthetic treatment post #550,2025-04-27,en,True,photo,,1429,297,79,24078,264,102,"syntheticmedia,aigenerated,aiart",treatment,True,1907,0.0792009303098264
control_000128,user_4727,user_46640,528,824,2022-01-01,Synthetic control post #128,2025-02-17,en,True,photo,,470,85,51,8355,114,37,"digitalart,artistsontwitter",control,False,643,0.07695990424895273
treatment_000488,user_3008,user_38621,771,327,2022-01-01,Synthetic treatment post #488,2025-04-07,en,True,photo,,1087,257,99,17661,111,55,"grokai,syntheticmedia",treatment,True,1498,0.08481965913594927
control_000648,user_6516,user_48438,649,788,2022-01-01,Synthetic control post #648,2025-04-23,en,True,photo,,247,40,16,3904,47,10,"portrait,artistsontwitter",control,False,313,0.08017418032786885
control_000371,user_4978,user_58734,2079,1107,2022-01-01,Synthetic control post #371,2025-04-10,en,True,photo,,164,24,13,4581,55,11,"artistsontwitter,digitalart",control,False,212,0.046278105217201486
treatment_000146,user_2285,user_88217,514,795,2022-01-01,Synthetic treatment post #146,2025-02-15,en,True,photo,,259,62,20,3238,29,9,"aigenerated,syntheticmedia",treatment,True,350,0.10809141445336627
treatment_000402,user_3413,user_16359,536,838,2022-01-01,Synthetic treatment post #402,2025-01-10,en,False,photo,,688,155,101,11739,43,50,grokai,treatment,True,994,0.08467501490757305
control_000154,user_1485,user_92024,239,1494,2022-01-01,Synthetic control post #154,2025-03-18,en,True,photo,,22,4,4,516,2,2,"digitalart,portrait",control,False,32,0.06201550387596899
control_000697,user_1929,user_97019,533,253,2022-01-01,Synthetic control post #697,2025-04-22,en,True,photo,,399,99,32,5594,27,16,"digitalart,portrait",control,False,546,0.09760457633178406
treatment_000659,user_2441,user_81410,1859,1031,2022-01-01,Synthetic treatment post #659,2025-02-22,en,True,photo,,890,224,46,13390,73,19,"syntheticmedia,aiart",treatment,True,1179,0.08805078416728902
treatment_000463,user_4089,user_32332,320,1756,2022-01-01,Synthetic treatment post #463,2025-01-02,en,True,photo,,548,63,54,7150,43,16,aigenerated,treatment,True,681,0.09524475524475524
control_000549,user_5837,user_17716,319,1993,2022-01-01,Synthetic control post #549,2025-01-13,en,True,photo,,660,95,88,10333,109,15,"artistsontwitter,photography,digitalart",control,False,858,0.08303493661085841
treatment_000186,user_3521,user_19177,209,526,2022-01-01,Synthetic treatment post #186,2025-02-02,en,True,photo,,343,198,107,13609,151,15,"aiart,syntheticmedia",treatment,True,663,0.04871776030568006
control_000347,user_4925,user_25516,956,989,2022-01-01,Synthetic control post #347,2025-03-15,en,True,photo,,301,144,64,12178,115,44,photography,control,False,553,0.0454097552964362
control_000424,user_1214,user_45573,1036,1727,2022-01-01,Synthetic control post #424,2025-04-23,en,True,photo,,399,78,20,7124,36,16,"digitalart,portrait,photography",control,False,513,0.07201010668163953
treatment_000608,user_3995,user_15272,359,1276,2022-01-01,Synthetic treatment post #608,2025-03-13,en,True,photo,,574,425,68,24416,290,97,"grokai,grokimage,aiart",treatment,True,1164,0.04767365661861075
treatment_000143,user_3939,user_55541,760,983,2022-01-01,Synthetic treatment post #143,2025-01-12,en,True,photo,,290,100,60,9814,34,28,grokai,treatment,True,478,0.04870593030364785
treatment_000751,user_6668,user_67917,850,1336,2022-01-01,Synthetic treatment post #751,2025-01-08,en,True,photo,,226,79,52,9206,65,36,"syntheticmedia,grokimage",treatment,True,393,0.042689550293286985
control_000181,user_7455,user_98135,1049,1381,2022-01-01,Synthetic control post #181,2025-01-18,en,True,photo,,333,62,40,8988,33,39,"digitalart,artistsontwitter",control,False,474,0.0527369826435247
treatment_000197,user_1690,user_21247,194,1217,2022-01-01,Synthetic treatment post #197,2025-01-01,en,True,photo,,557,142,36,9459,117,10,"aigenerated,grokimage,syntheticmedia",treatment,True,745,0.07876096838989323
control_000083,user_4754,user_82744,146,639,2022-01-01,Synthetic control post #83,2025-04-03,en,True,photo,,107,41,17,3945,55,11,portrait,control,False,176,0.04461343472750317
treatment_000279,user_2206,user_47052,124,193,2022-01-01,Synthetic treatment post #279,2025-04-13,en,True,photo,,378,85,20,8406,46,17,grokimage,treatment,True,500,0.05948132286462051
treatment_000293,user_5591,user_19219,403,1783,2022-01-01,Synthetic treatment post #293,2025-01-08,en,True,photo,,561,197,85,10338,95,15,"grokimage,aigenerated,syntheticmedia",treatment,True,858,0.08299477655252467
control_000656,user_1177,user_34445,313,296,2022-01-01,Synthetic control post #656,2025-01-14,en,True,photo,,256,62,20,5288,62,6,"portrait,digitalart",control,False,344,0.06505295007564296
treatment_000400,user_1927,user_53873,1768,781,2022-01-01,Synthetic treatment post #400,2025-03-04,en,True,photo,,453,103,54,8259,116,39,"syntheticmedia,grokai",treatment,True,649,0.07858094200266376
treatment_000122,user_2944,user_42603,575,861,2022-01-01,Synthetic treatment post #122,2025-01-25,en,True,photo,,327,84,72,10639,132,11,"aiart,grokai,aigenerated",treatment,True,494,0.04643293542626187
control_000407,user_7329,user_30334,321,218,2022-01-01,Synthetic control post #407,2025-01-06,en,True,photo,,219,102,31,6242,55,11,artistsontwitter,control,False,363,0.058154437680230694
treatment_000202,user_5785,user_71904,522,724,2022-01-01,Synthetic treatment post #202,2025-01-17,en,False,photo,,280,85,67,12058,71,52,"aiart,grokai,syntheticmedia",treatment,True,484,0.04013932658815724
control_000035,user_8936,user_24258,182,1341,2022-01-01,Synthetic control post #35,2025-01-17,en,True,photo,,155,40,27,3373,22,14,"artistsontwitter,photography",control,False,236,0.06996738808182627
treatment_000246,user_9132,user_61032,824,1024,2022-01-01,Synthetic treatment post #246,2025-03-08,en,True,photo,,382,59,22,5145,36,21,"grokimage,syntheticmedia,aigenerated",treatment,True,484,0.09407191448007775
control_000779,user_2093,user_49967,943,188,2022-01-01,Synthetic control post #779,2025-03-04,en,True,photo,,164,31,8,2360,9,8,"digitalart,artistsontwitter",control,False,211,0.08940677966101696
control_000718,user_6640,user_26897,1167,209,2022-01-01,Synthetic control post #718,2025-02-08,en,False,photo,,97,44,30,3890,13,14,"artistsontwitter,digitalart",control,False,185,0.04755784061696658
control_000353,user_1782,user_54442,750,1354,2022-01-01,Synthetic control post #353,2025-04-02,en,True,photo,,106,34,22,2964,18,13,"artistsontwitter,portrait,photography",control,False,175,0.05904183535762483
treatment_000384,user_3327,user_94226,22,1636,2022-01-01,Synthetic treatment post #384,2025-03-26,en,True,photo,,146,45,34,5046,38,12,aiart,treatment,True,237,0.0469678953626635
control_000607,user_1039,user_97243,313,412,2022-01-01,Synthetic control post #607,2025-01-27,en,True,photo,,102,17,16,1743,7,8,"artistsontwitter,photography,portrait",control,False,143,0.08204245553643144
control_000054,user_5285,user_16061,1815,1318,2022-01-01,Synthetic control post #54,2025-03-16,en,True,photo,,102,37,15,3886,57,7,"artistsontwitter,portrait,digitalart",control,False,161,0.041430777148739065
treatment_000219,user_5083,user_25474,488,1134,2022-01-01,Synthetic treatment post #219,2025-03-01,en,True,photo,,373,131,58,9887,31,35,"grokai,aiart,aigenerated",treatment,True,597,0.0603823202184687
treatment_000641,user_3910,user_17590,289,1380,2022-01-01,Synthetic treatment post #641,2025-04-27,en,True,photo,,1262,234,75,16465,174,78,grokai,treatment,True,1649,0.10015183723048891
treatment_000001,user_3711,user_43955,429,1230,2022-01-01,Synthetic treatment post #1,2025-01-25,en,True,photo,,242,52,14,5998,65,20,"aigenerated,aiart",treatment,True,328,0.05468489496498833
treatment_000112,user_2432,user_13130,184,489,2022-01-01,Synthetic treatment post #112,2025-03-13,en,True,photo,,530,67,77,7757,80,31,"syntheticmedia,grokimage,aigenerated",treatment,True,705,0.09088565166945985
treatment_000698,user_2064,user_57172,1744,1122,2022-01-01,Synthetic treatment post #698,2025-04-03,en,True,photo,,762,224,45,16065,167,57,grokai,treatment,True,1088,0.06772486772486773
control_000725,user_6541,user_88081,647,1186,2022-01-01,Synthetic control post #725,2025-02-01,en,True,photo,,144,28,17,2249,26,6,"photography,artistsontwitter,digitalart",control,False,195,0.08670520231213873
control_000151,user_2451,user_64790,223,388,2022-01-01,Synthetic control post #151,2025-03-17,en,True,photo,,118,19,5,2055,22,4,"artistsontwitter,portrait,photography",control,False,146,0.07104622871046229
control_000601,user_9002,user_30934,470,1276,2022-01-01,Synthetic control post #601,2025-02-01,en,True,photo,,214,46,28,4258,60,20,"digitalart,portrait",control,False,308,0.07233442930953499
control_000491,user_6640,user_57124,295,446,2022-01-01,Synthetic control post #491,2025-01-18,en,True,photo,,49,29,16,1868,6,7,"portrait,digitalart",control,False,101,0.05406852248394004
control_000645,user_5201,user_89740,33,271,2022-01-01,Synthetic control post #645,2025-02-05,en,False,photo,,128,26,13,3877,31,14,digitalart,control,False,181,0.046685581635285016
treatment_000441,user_8052,user_99853,1074,532,2022-01-01,Synthetic treatment post #441,2025-01-12,en,True,photo,,490,56,72,7967,79,11,"grokai,aigenerated",treatment,True,629,0.07895067152002008
control_000336,user_6767,user_47499,1078,295,2022-01-01,Synthetic control post #336,2025-01-25,en,True,photo,,248,76,15,5692,50,8,digitalart,control,False,347,0.06096275474349965
control_000456,user_1885,user_45153,346,555,2022-01-01,Synthetic control post #456,2025-04-30,en,True,photo,,163,20,26,2732,22,4,"photography,digitalart,portrait",control,False,213,0.07796486090775988
control_000597,user_4833,user_82938,834,1605,2022-01-01,Synthetic control post #597,2025-04-19,en,True,photo,,406,126,62,9179,46,13,"photography,digitalart",control,False,607,0.06612920797472492
treatment_000663,user_3189,user_93246,792,1419,2022-01-01,Synthetic treatment post #663,2025-03-03,en,True,photo,,263,69,36,3744,40,15,aiart,treatment,True,383,0.10229700854700854
control_000664,user_2990,user_14760,1048,1030,2022-01-01,Synthetic control post #664,2025-02-08,en,True,photo,,153,23,9,4156,28,18,digitalart,control,False,203,0.048845043310875844
control_000457,user_5326,user_39369,43,735,2022-01-01,Synthetic control post #457,2025-01-20,en,True,photo,,147,28,16,3148,20,3,"photography,portrait",control,False,194,0.06162642947903431
control_000619,user_7945,user_22176,865,1758,2022-01-01,Synthetic control post #619,2025-01-29,en,True,photo,,616,115,50,8281,91,17,"artistsontwitter,portrait",control,False,798,0.09636517328825021
treatment_000317,user_1907,user_56253,674,1587,2022-01-01,Synthetic treatment post #317,2025-01-24,en,True,photo,,655,164,84,11060,141,24,aiart,treatment,True,927,0.08381555153707053
treatment_000648,user_6148,user_36766,224,733,2022-01-01,Synthetic treatment post #648,2025-03-12,en,True,photo,,929,209,91,12942,127,43,syntheticmedia,treatment,True,1272,0.09828465461288827
treatment_000709,user_3136,user_35339,265,760,2022-01-01,Synthetic treatment post #709,2025-01-03,en,False,photo,,835,144,97,10975,81,31,"grokai,aigenerated,syntheticmedia",treatment,True,1107,0.10086560364464693
control_000582,user_1999,user_76863,798,590,2022-01-01,Synthetic control post #582,2025-04-24,en,True,photo,,143,16,11,2626,37,3,"artistsontwitter,photography,portrait",control,False,173,0.06587966488956588
control_000482,user_4314,user_16287,276,935,2022-01-01,Synthetic control post #482,2025-04-13,en,True,photo,,379,123,58,6297,87,26,"digitalart,portrait,photography",control,False,586,0.09306018739082103
control_000172,user_5925,user_13668,511,1084,2022-01-01,Synthetic control post #172,2025-03-29,en,True,photo,,251,40,58,6924,85,20,artistsontwitter,control,False,369,0.053292894280762566
treatment_000627,user_2594,user_54988,1016,1259,2022-01-01,Synthetic treatment post #627,2025-02-07,en,True,photo,,917,270,95,17822,77,75,"syntheticmedia,aigenerated",treatment,True,1357,0.07614184715520143
treatment_000632,user_4134,user_65151,414,1575,2022-01-01,Synthetic treatment post #632,2025-02-05,en,True,photo,,1192,261,114,15391,93,58,"grokai,aigenerated",treatment,True,1625,0.10558118380871938
control_000506,user_5518,user_32517,411,1170,2022-01-01,Synthetic control post #506,2025-01-31,en,True,photo,,175,20,28,3299,21,12,digitalart,control,False,235,0.07123370718399515
control_000600,user_8153,user_42573,854,695,2022-01-01,Synthetic control post #600,2025-01-30,en,False,photo,,242,80,10,4602,49,21,artistsontwitter,control,False,353,0.0767057800956106
control_000608,user_6033,user_97107,534,1383,2022-01-01,Synthetic control post #608,2025-03-23,en,False,photo,,155,33,31,5656,31,22,"digitalart,portrait,artistsontwitter",control,False,241,0.04260961810466761
control_000448,user_1941,user_72866,760,903,2022-01-01,Synthetic control post #448,2025-02-17,en,True,photo,,536,159,63,8996,61,43,photography,control,False,801,0.08903957314361939
control_000759,user_6103,user_25810,292,1417,2022-01-01,Synthetic control post #759,2025-03-03,en,True,photo,,331,55,26,5286,18,21,photography,control,False,433,0.08191449110858873
control_000454,user_9173,user_26080,640,651,2022-01-01,Synthetic control post #454,2025-02-25,en,True,photo,,264,86,45,5340,26,9,"portrait,digitalart",control,False,404,0.07565543071161049
control_000571,user_8925,user_49817,281,1632,2022-01-01,Synthetic control post #571,2025-02-01,en,False,photo,,247,117,36,6109,24,14,digitalart,control,False,414,0.06776886560811916
control_000554,user_3875,user_16698,642,467,2022-01-01,Synthetic control post #554,2025-03-16,en,True,photo,,181,73,52,5969,22,17,artistsontwitter,control,False,323,0.05411291673647177
control_000735,user_6764,user_20462,199,1381,2022-01-01,Synthetic control post #735,2025-03-06,en,False,photo,,206,42,28,7043,104,20,"artistsontwitter,photography,portrait",control,False,296,0.042027545080221496
control_000675,user_8843,user_16261,881,502,2022-01-01,Synthetic control post #675,2025-03-05,en,True,photo,,56,27,7,1688,5,4,"artistsontwitter,digitalart",control,False,94,0.05568720379146919
treatment_000795,user_6899,user_19185,102,791,2022-01-01,Synthetic treatment post #795,2025-02-15,en,True,photo,,508,97,83,13751,193,47,"aigenerated,aiart",treatment,True,735,0.053450658133953895
treatment_000645,user_3839,user_26964,729,1596,2022-01-01,Synthetic treatment post #645,2025-04-30,en,False,photo,,437,149,63,8153,91,21,"aigenerated,syntheticmedia",treatment,True,670,0.08217833926162149
control_000212,user_2320,user_24887,314,1781,2022-01-01,Synthetic control post #212,2025-01-02,en,True,photo,,396,58,41,5724,26,11,"photography,portrait,digitalart",control,False,506,0.08839972047519218
treatment_000556,user_2366,user_41318,863,227,2022-01-01,Synthetic treatment post #556,2025-03-19,en,True,photo,,502,116,62,8760,86,12,"grokai,aiart",treatment,True,692,0.07899543378995434
treatment_000681,user_5181,user_30000,512,1614,2022-01-01,Synthetic treatment post #681,2025-01-21,en,True,photo,,561,205,49,12990,56,28,"aigenerated,syntheticmedia",treatment,True,843,0.06489607390300231
treatment_000577,user_2669,user_15088,48,69,2022-01-01,Synthetic treatment post #577,2025-01-02,en,False,photo,,717,165,23,10425,59,38,aigenerated,treatment,True,943,0.09045563549160672
